idx	SMILES_or_compound	Solvent	Gen_DOI	Reason	#ref_matches
823	ﬂuorescence		10.1016/j.jphotochem.2005.11.004	unassigned_within_doi	0
978	Methanol		10.1016/j.jphotochem.2006.02.028	unassigned_within_doi	0
981	ﬂuorescence		10.1016/j.jphotochem.2006.02.028	unassigned_within_doi	0
801	ﬂuorescence		10.1016/j.jphotochem.2007.02.008	unassigned_within_doi	0
1547	[5]helicene		10.1016/j.jphotochem.2017.07.026	unassigned_within_doi	0
1491	1,3-substituted B-OXD		10.1016/j.jphotochem.2019.04.011	unassigned_within_doi	0
995	unknown		10.1016/j.jqsrt.2010.09.001	unassigned_within_doi	0
996	molecules		10.1016/j.jqsrt.2010.09.001	unassigned_within_doi	0
732	4-morholino		10.1016/j.mencom.2018.01.002	unassigned_within_doi	0
976	imino		10.1016/j.molliq.2011.09.014	unassigned_within_doi	0
971	quartz		10.1016/j.molliq.2011.09.014	unassigned_within_doi	0
972	ﬂuorescence		10.1016/j.molliq.2011.09.014	unassigned_within_doi	0
974	Quinoline		10.1016/j.molliq.2011.09.014	unassigned_within_doi	0
1113	imine		10.1016/j.molliq.2014.02.029	unassigned_within_doi	0
1108	chromene		10.1016/j.molliq.2014.02.029	unassigned_within_doi	0
688	ns		10.1016/j.optmat.2004.02.022	unassigned_within_doi	0
680	methyl		10.1016/j.saa.2006.12.057	unassigned_within_doi	0
982	ethanol		10.1016/j.saa.2007.03.018	unassigned_within_doi	0
1563	EDAC		10.1016/j.saa.2009.03.004	unassigned_within_doi	0
1564	DMACA		10.1016/j.saa.2009.03.004	unassigned_within_doi	0
1565	Cyclohexane		10.1016/j.saa.2009.03.004	unassigned_within_doi	0
970	Pro		10.1016/j.saa.2009.03.026	unassigned_within_doi	0
1391	unknown		10.1016/j.saa.2011.02.003	unassigned_within_doi	0
1392	1		10.1016/j.saa.2011.02.003	unassigned_within_doi	0
1393	anthraquinone		10.1016/j.saa.2011.02.003	unassigned_within_doi	0
1394	Anthraquinone		10.1016/j.saa.2011.02.003	unassigned_within_doi	0
1395	NH(C7H7)		10.1016/j.saa.2011.02.003	unassigned_within_doi	0
1312	2-phenyloxazole		10.1016/j.saa.2012.10.005	unassigned_within_doi	0
1309	C60		10.1016/j.saa.2012.10.005	unassigned_within_doi	0
1203	4-acetyl-4 ′-(dimethylamino)biphenyl		10.1016/j.saa.2015.11.034	unassigned_within_doi	0
1473	1-[4-(Trimethylamino)phenyl]-6-		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1474	unknown		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1475	Scheme 1		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1468	4-Amino-N-adamantylphthalimide		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1469	4-aminophthalimides		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1471	Toluene		10.1016/j.snb.2019.01.102	unassigned_within_doi	0
1168	C-nucleoside		10.1016/j.tet.2007.01.075	unassigned_within_doi	0
1164	b		10.1016/j.tet.2007.01.075	unassigned_within_doi	0
1167	tryptophan		10.1016/j.tet.2007.01.075	unassigned_within_doi	0
1419	clariﬁed		10.1016/j.tet.2009.08.027	unassigned_within_doi	0
1422	ﬂuorescence		10.1016/j.tet.2009.08.027	unassigned_within_doi	0
915	phenyl		10.1016/j.tet.2013.01.037	unassigned_within_doi	0
917	C44H28		10.1016/j.tet.2013.01.037	unassigned_within_doi	0
918	quartz		10.1016/j.tet.2013.01.037	unassigned_within_doi	0
1412	PFs		10.1016/j.tetlet.2009.10.118	unassigned_within_doi	0
1244	nucleosides		10.1016/j.tetlet.2010.11.053	unassigned_within_doi	0
1196	naphthalene		10.1016/j.tetlet.2011.02.088	unassigned_within_doi	0
1459	phenyl		10.1016/j.tetlet.2016.03.011	unassigned_within_doi	0
1462	unknown		10.1016/j.tetlet.2016.03.011	unassigned_within_doi	0
1466	BODIPYs 1a –		10.1016/j.tetlet.2018.10.003	unassigned_within_doi	0
1463	BODIPYs		10.1016/j.tetlet.2018.10.003	unassigned_within_doi	0
1402	CZ		10.1021/acs.chemmater.7b03490	unassigned_within_doi	0
1346	hexane		10.1021/acs.chemmater.8b01207	unassigned_within_doi	0
1347	TCzTrz		10.1021/acs.chemmater.8b01207	unassigned_within_doi	0
1348	unknown		10.1021/acs.chemmater.8b01207	unassigned_within_doi	0
1554	toluene		10.1021/acs.joc.5b00541	unassigned_within_doi	0
1558	OMe		10.1021/acs.joc.5b00541	unassigned_within_doi	0
1387	BODIPYs.16c,19 BODIPY 4		10.1021/acs.joc.6b02981	unassigned_within_doi	0
1154	carbon		10.1021/acs.orglett.5b02604	unassigned_within_doi	0
1220	tolan 12		10.1021/acs.orglett.5b03205	unassigned_within_doi	0
1508	Tween-20		10.1021/acs.orglett.8b01786	unassigned_within_doi	0
1503	tetramethylrhodamine		10.1021/acs.orglett.8b01786	unassigned_within_doi	0
1313	Carbazole		10.1021/acsami.5b05648	unassigned_within_doi	0
1315	Time		10.1021/acsami.5b05648	unassigned_within_doi	0
1316	2,6-di(9H-carbazol-9-yl)-4-phenylpyridine-3,5-dicarbonitrile		10.1021/acsami.5b05648	unassigned_within_doi	0
1317	TADF		10.1021/acsami.5b05648	unassigned_within_doi	0
1481	Si		10.1021/acsami.9b08729	unassigned_within_doi	0
56	methanol		10.1021/ja077756j	unassigned_within_doi	0
58	TM-BDP		10.1021/ja077756j	unassigned_within_doi	0
54	KFL-4		10.1021/ja077756j	unassigned_within_doi	0
1378	HOCl		10.1021/ja209292b	unassigned_within_doi	0
1380	CS4		10.1021/ja209292b	unassigned_within_doi	0
1381	acetyl		10.1021/ja209292b	unassigned_within_doi	0
1365	Carboxylic-Acid		10.1021/ja209292b	unassigned_within_doi	0
1366	rhodamine B		10.1021/ja209292b	unassigned_within_doi	0
1367	rhodamine 6G		10.1021/ja209292b	unassigned_within_doi	0
1368	rhodamine 101		10.1021/ja209292b	unassigned_within_doi	0
1369	hypochlorous acid		10.1021/ja209292b	unassigned_within_doi	0
1371	CS1−6		10.1021/ja209292b	unassigned_within_doi	0
1516	C6H4–p-NPh2		10.1021/ja803954e	unassigned_within_doi	0
201	(		10.1021/jo040183y	unassigned_within_doi	0
892	He-Cd		10.1021/jo048914h	unassigned_within_doi	0
945	graphite		10.1021/jo049452a	unassigned_within_doi	0
943	unknown		10.1021/jo049452a	unassigned_within_doi	0
456	CH2Cl2		10.1021/jo049621r	unassigned_within_doi	0
520	diindeno[1,2,3-cd:1¢, 2¢, 3¢-jk]pyrene		10.1021/jo0613939	unassigned_within_doi	0
521	diindeno[1,2,3-cd:1¢, 2¢, 3¢-fg]-pyrene		10.1021/jo0613939	unassigned_within_doi	0
522	2,7,11-tri-tert-butyltriindeno[1,2,3-cd:1¢, 2¢, 3¢-fg:1¢ ¢-jk]pyrene		10.1021/jo0613939	unassigned_within_doi	0
524	2,7,-11,16-tetra-tert-butyltetraindeno[1,2,3-cd:1¢, 2¢, 3¢-fg:1¢-mn]pyrene		10.1021/jo0613939	unassigned_within_doi	0
525	indenopyrenes		10.1021/jo0613939	unassigned_within_doi	0
526	unknown		10.1021/jo0613939	unassigned_within_doi	0
527	1H		10.1021/jo0613939	unassigned_within_doi	0
529	alkanes		10.1021/jo0613939	unassigned_within_doi	0
530	anthracene		10.1021/jo0613939	unassigned_within_doi	0
68	alcohols		10.1021/jo061567m	unassigned_within_doi	0
497	9,-10-tetracarboxydiimide		10.1021/jo062150j	unassigned_within_doi	0
492	alkoxy		10.1021/jo062150j	unassigned_within_doi	0
493	alkythio		10.1021/jo062150j	unassigned_within_doi	0
712	unknown		10.1021/jo0703911	unassigned_within_doi	0
711	Dichloromethane		10.1021/jo0703911	unassigned_within_doi	0
896	4,4¢-n-Bu		10.1021/jo0706574	unassigned_within_doi	0
899	n-Bu		10.1021/jo0706574	unassigned_within_doi	0
902	4,4¢-bipyridine		10.1021/jo0706574	unassigned_within_doi	0
903	CD2-Cl2		10.1021/jo0706574	unassigned_within_doi	0
904	5-12a UV-visb		10.1021/jo0706574	unassigned_within_doi	0
905	CdC		10.1021/jo0706574	unassigned_within_doi	0
907	CH2Cl2		10.1021/jo0706574	unassigned_within_doi	0
908	Et2O		10.1021/jo0706574	unassigned_within_doi	0
1295	B3		10.1021/jo071064w	unassigned_within_doi	0
1088	chrysenes		10.1021/jo402429q	unassigned_within_doi	0
1093	chrysene		10.1021/jo402429q	unassigned_within_doi	0
1449	CH2-Cl2		10.1021/jo701740n	unassigned_within_doi	0
196	ﬂuorescence		10.1021/jo801060p	unassigned_within_doi	0
721	unknown		10.1021/jo801549u	unassigned_within_doi	0
203	AMD		10.1021/jp011168p	unassigned_within_doi	0
204	nm		10.1021/jp011168p	unassigned_within_doi	0
736	BBO		10.1021/jp037132+	unassigned_within_doi	0
738	DMABP		10.1021/jp037132+	unassigned_within_doi	0
739	acetonitrile		10.1021/jp037132+	unassigned_within_doi	0
741	phenyl		10.1021/jp037132+	unassigned_within_doi	0
742	benzene		10.1021/jp037132+	unassigned_within_doi	0
744	cyclohexane		10.1021/jp037132+	unassigned_within_doi	0
745	methanol		10.1021/jp037132+	unassigned_within_doi	0
746	butanol		10.1021/jp037132+	unassigned_within_doi	0
747	DMSO		10.1021/jp037132+	unassigned_within_doi	0
749	1-butanol		10.1021/jp037132+	unassigned_within_doi	0
734	H2O/D2O		10.1021/jp037132+	unassigned_within_doi	0
735	tungsten		10.1021/jp037132+	unassigned_within_doi	0
613	quinine sulfate		10.1021/jp044530j	unassigned_within_doi	0
615	phenothiazines		10.1021/jp044530j	unassigned_within_doi	0
832	methanol		10.1021/jp044669u	unassigned_within_doi	0
845	anhydride		10.1021/jp044669u	unassigned_within_doi	0
831	arylamino		10.1021/jp044669u	unassigned_within_doi	0
696	N-BIM		10.1021/jp051035u	unassigned_within_doi	0
44	PCP		10.1021/jp051349h	unassigned_within_doi	0
281	4,10-Disubstituted and 4,6,10,12-tetrasubstituted anthanthrenes		10.1021/jp052337z	unassigned_within_doi	0
279	9,10-di-2-naphthylanthracene-butyl-9,10-di-2-naphthylanthracene		10.1021/jp052337z	unassigned_within_doi	0
636	(E, E, E)-1-(4-Ethoxyphenyl)-6-(4-nitrophenyl)-1,3,5-hex-atriene		10.1021/jp064937j	unassigned_within_doi	0
641	1a-d		10.1021/jp064937j	unassigned_within_doi	0
644	1a, 1c ,		10.1021/jp064937j	unassigned_within_doi	0
312	PPO		10.1021/jp0710739	unassigned_within_doi	0
305	DBCH		10.1021/jp0710739	unassigned_within_doi	0
311	Acetonitrile		10.1021/jp0710739	unassigned_within_doi	0
771	,		10.1021/jp073547+	unassigned_within_doi	0
765	BODIPY,8,14-18		10.1021/jp073547+	unassigned_within_doi	0
608	hexane		10.1021/jp076026v	unassigned_within_doi	0
591	unknown		10.1021/jp076026v	unassigned_within_doi	0
592	quartz		10.1021/jp076026v	unassigned_within_doi	0
593	xenon		10.1021/jp076026v	unassigned_within_doi	0
594	Methanol		10.1021/jp076026v	unassigned_within_doi	0
595	Glycerol		10.1021/jp076026v	unassigned_within_doi	0
596	phenol		10.1021/jp076026v	unassigned_within_doi	0
598	H2SO4		10.1021/jp076026v	unassigned_within_doi	0
599	Ethanol		10.1021/jp076026v	unassigned_within_doi	0
600	hydrogen		10.1021/jp076026v	unassigned_within_doi	0
601	stilbene azobenzene		10.1021/jp076026v	unassigned_within_doi	0
603	RhB		10.1021/jp076026v	unassigned_within_doi	0
604	Rhodamine B		10.1021/jp076026v	unassigned_within_doi	0
605	glycerol		10.1021/jp076026v	unassigned_within_doi	0
607	Ethylene Glycol		10.1021/jp076026v	unassigned_within_doi	0
128	Sn		10.1021/jp711950z	unassigned_within_doi	0
129	fluorenylperylene diimide		10.1021/jp711950z	unassigned_within_doi	0
121	fluorenyl		10.1021/jp711950z	unassigned_within_doi	0
122	Fo¨rster		10.1021/jp711950z	unassigned_within_doi	0
123	toluene		10.1021/jp711950z	unassigned_within_doi	0
124	methanol		10.1021/jp711950z	unassigned_within_doi	0
125	unknown		10.1021/jp711950z	unassigned_within_doi	0
264	quartz		10.1021/jp9901085	unassigned_within_doi	0
265	nitrogen		10.1021/jp9901085	unassigned_within_doi	0
32	C70		10.1021/jp992495o	unassigned_within_doi	0
33	cyclohexane		10.1021/jp992495o	unassigned_within_doi	0
34	quartz		10.1021/jp992495o	unassigned_within_doi	0
36	C70.23		10.1021/jp992495o	unassigned_within_doi	0
37	benzophenone		10.1021/jp992495o	unassigned_within_doi	0
38	Methyl[70]fullerepimarate		10.1021/jp992495o	unassigned_within_doi	0
39	Oxygen		10.1021/jp992495o	unassigned_within_doi	0
30	C60		10.1021/jp992495o	unassigned_within_doi	0
31	unknown		10.1021/jp992495o	unassigned_within_doi	0
1232	PSt(ε)2.5)13		10.1021/ma802532b	unassigned_within_doi	0
1233	P(St-co-2)signiﬁcantly		10.1021/ma802532b	unassigned_within_doi	0
1234	1,4-dioxane		10.1021/ma802532b	unassigned_within_doi	0
197	1,4-diiodobenzene		10.1021/ol017150e	unassigned_within_doi	0
1	unknown		10.1021/ol025972l	unassigned_within_doi	0
2	cyclohexane		10.1021/ol025972l	unassigned_within_doi	0
9	unknown		10.1021/ol0268687	unassigned_within_doi	0
12	ethanol		10.1021/ol0268687	unassigned_within_doi	0
13	biphenyl		10.1021/ol0268687	unassigned_within_doi	0
14	CH3CN		10.1021/ol0268687	unassigned_within_doi	0
459	cyano		10.1021/ol034246v	unassigned_within_doi	0
461	Oligo(arylenevinylene)		10.1021/ol034246v	unassigned_within_doi	0
207	EtOH		10.1021/ol035327u	unassigned_within_doi	0
752	aza-BDTP		10.1021/ol4034622	unassigned_within_doi	0
753	ol4034622		10.1021/ol4034622	unassigned_within_doi	0
850	CH2Cl2		10.1021/ol801464k	unassigned_within_doi	0
859	Pentacene		10.1021/ol801464k	unassigned_within_doi	0
860	unknown		10.1021/ol801464k	unassigned_within_doi	0
846	pentacenes		10.1021/ol801464k	unassigned_within_doi	0
1055	dichloromethane		10.1021/ol901584g	unassigned_within_doi	0
1043	DMOC-DPS		10.1039/c3tc31936a	unassigned_within_doi	0
1045	3,6-di-tert-butyl-carbazole		10.1039/c3tc31936a	unassigned_within_doi	0
1046	DPEPO		10.1039/c3tc31936a	unassigned_within_doi	0
1579	silyl		10.3390/molecules17055108	unassigned_within_doi	0
1583	naphthalene		10.3390/molecules17055108	unassigned_within_doi	0
1584	HCl		10.3390/molecules17055108	unassigned_within_doi	0
1585	PrOH		10.3390/molecules17055108	unassigned_within_doi	0
1586	benzene		10.3390/molecules17055108	unassigned_within_doi	0
15	ﬂuorescence			missing_doi	0
16	hydrogen			missing_doi	0
17	unknown			missing_doi	0
19	-4a			missing_doi	0
20	THF			missing_doi	0
21	diarylethene			missing_doi	0
22	n-hexane			missing_doi	0
23	hexane			missing_doi	0
24	2,4,5-Triphenylimidazole			missing_doi	0
25	perfluorocyclopentene			missing_doi	0
26	cyclohexane			missing_doi	0
27	2-thienyl			missing_doi	0
28	di-thienylethenes			missing_doi	0
29	3,7-dibromo-dibenzosuberenone			missing_doi	0
40	HBAB			missing_doi	0
83	Ethyl Acetate			missing_doi	0
84	1,3,5-Tris(2,2-dibromovinyl)benzene			missing_doi	0
85	Bis-1,4-[2,2-bis(4-dodecyloxyphenyl ethynyl)ethenyl]-benzene			missing_doi	0
87	Aminofluorenone			missing_doi	0
88	1AF			missing_doi	0
89	2-Substituted aminofluorenones			missing_doi	0
90	ﬂuorescence			missing_doi	0
91	Cyclohexane			missing_doi	0
92	2(2-Phenylethenyl)-benzoxazoles			missing_doi	0
93	H			missing_doi	0
94	hydrogen			missing_doi	0
95	HFIP			missing_doi	0
97	Isoalloxazines			missing_doi	0
98	methyl			missing_doi	0
99	lumiﬂavins			missing_doi	0
100	acetonitrile			missing_doi	0
101	benzene			missing_doi	0
102	ﬂuorescence			missing_doi	0
103	dichloromethane			missing_doi	0
104	CN			missing_doi	0
105	Dicyano-1-aza-2,6-cyclohexadieno[1,7]isoquinolines			missing_doi	0
106	phenyl			missing_doi	0
107	betaines			missing_doi	0
108	4,7-di(2-thienyl)-1,2,5-oxadiaz-olo[3,4-c]pyridine			missing_doi	0
109	ﬂuorescence			missing_doi	0
110	unknown			missing_doi	0
111	4,7-bis(2-thienyl)-1,2,5-oxadiazolo[3,4-c]pyridine			missing_doi	0
133	Ti-Saphire			missing_doi	0
134	Quinine sulfate			missing_doi	0
135	imidazonaphthyridine			missing_doi	0
136	ﬂuorescence			missing_doi	0
137	Imidazonaphthyridines			missing_doi	0
138	ethoxy			missing_doi	0
139	Ti:Sapphire			missing_doi	0
140	4-MeOSA			missing_doi	0
141	5-MeOSA			missing_doi	0
142	Methoxy			missing_doi	0
143	Amino			missing_doi	0
144	5-ASA			missing_doi	0
145	4-ASA			missing_doi	0
146	4-MeSA			missing_doi	0
147	OH			missing_doi	0
148	Table			missing_doi	0
149	5-MeSA			missing_doi	0
151	Boc			missing_doi	0
152	benzene			missing_doi	0
153	B			missing_doi	0
154	ethyl acetate			missing_doi	0
155	, coumarin 480			missing_doi	0
156	Methanol			missing_doi	0
157	quartz			missing_doi	0
181	PhC			missing_doi	0
182	PhF			missing_doi	0
183	(---) PhC			missing_doi	0
184	(---)			missing_doi	0
185	ethanol			missing_doi	0
216	isothiocyanate			missing_doi	0
217	DMSO			missing_doi	0
218	methanol			missing_doi	0
219	halogen			missing_doi	0
220	Acrylamide			missing_doi	0
221	Fo¨rster			missing_doi	0
222	acrylamide			missing_doi	0
223	,			missing_doi	0
224	Toluene			missing_doi	0
225	ﬂuorescence			missing_doi	0
226	diethyl ether–iso-pentane–ethanol			missing_doi	0
227	ethanol			missing_doi	0
228	Oxygen			missing_doi	0
229	ms			missing_doi	0
230	ﬂuorescent			missing_doi	0
231	efﬁciently			missing_doi	0
232	N-acetyl anthranilic acid			missing_doi	0
233	quartz			missing_doi	0
234	Ethanol			missing_doi	0
235	Anthranilate esters			missing_doi	0
236	2-aminopyridine			missing_doi	0
237	quinine bisulfate			missing_doi	0
239	curcumin			missing_doi	0
240	TX-100			missing_doi	0
241	DMSO			missing_doi	0
242	DMSO-D6			missing_doi	0
243	ﬂuorescence			missing_doi	0
244	methanol			missing_doi	0
245	Curcumin			missing_doi	0
246	phenoxyl			missing_doi	0
247	Acetonitrile			missing_doi	0
248	ﬂuorophore			missing_doi	0
249	benzo-phenone			missing_doi	0
250	ﬂash			missing_doi	0
251	Methanol			missing_doi	0
252	phenyl			missing_doi	0
253	ethanol			missing_doi	0
254	TPP			missing_doi	0
255	unknown			missing_doi	0
256	ﬂuorescence			missing_doi	0
257	9PA			missing_doi	0
258	9PXANT			missing_doi	0
259	pyridinium			missing_doi	0
260	cyclohexane			missing_doi	0
261	inﬂuence			missing_doi	0
262	4-phenyl-3,5-di-methyl-pyridinium			missing_doi	0
263	3DMABN			missing_doi	0
316	Ethanol			missing_doi	0
317	ﬂuorescence			missing_doi	0
318	dibutoxy–divinylbenzene			missing_doi	0
319	5a, 5b			missing_doi	0
320	dibutoxy–divinylnaphthalene			missing_doi	0
321	1,4-dibutoxy substituted bispyrrole			missing_doi	0
325	carbazole			missing_doi	0
326	ﬂuorescence			missing_doi	0
327	d-C			missing_doi	0
328	cyclohexane			missing_doi	0
336	Pyrylium			missing_doi	0
337	dichloromethane			missing_doi	0
338	BP(cid:15)C			missing_doi	0
339	BP			missing_doi	0
340	pyranyl			missing_doi	0
341	15)C			missing_doi	0
342	benzophenone			missing_doi	0
373	oxygen			missing_doi	0
374	carbon tetrachloride			missing_doi	0
375	ethylenic			missing_doi	0
376	ketocoumarin			missing_doi	0
384	O			missing_doi	0
385	,			missing_doi	0
393	ﬂuorescence			missing_doi	0
394	1)-CD			missing_doi	0
406	1,6-Naphthyridines			missing_doi	0
407	CDCl3			missing_doi	0
408	naphthyridi-nes			missing_doi	0
409	chalcone A			missing_doi	0
410	Coumarin 540			missing_doi	0
411	benzene			missing_doi	0
412	acetonitrile			missing_doi	0
413	2-phenyl			missing_doi	0
433	acetonitrile			missing_doi	0
434	[TBA][PF6]			missing_doi	0
435	Phenazine			missing_doi	0
436	CHCl3			missing_doi	0
437	1)-terpinene			missing_doi	0
438	ﬂuorescence			missing_doi	0
439	benzocoumarin			missing_doi	0
440	anthracene			missing_doi	0
441	Benzochromone			missing_doi	0
442	4-Methyl-8-hydroxy-benzo(6,7)coumarin			missing_doi	0
443	phenazine			missing_doi	0
444	benzocoumarin I			missing_doi	0
445	ﬂuorescence			missing_doi	0
446	nitrogen			missing_doi	0
467	unknown			missing_doi	0
468	Cyclohexane			missing_doi	0
469	ﬂuorescence			missing_doi	0
470	naphthalene			missing_doi	0
471	9,10-diphenylan-thracene			missing_doi	0
472	unknown			missing_doi	0
473	Cyclohexane			missing_doi	0
474	Ti			missing_doi	0
475	unknown			missing_doi	0
476	hydrogen			missing_doi	0
477	methanol			missing_doi	0
478	PM567			missing_doi	0
479	rhodamine 6G			missing_doi	0
480	cyclohexane			missing_doi	0
481	quartz			missing_doi	0
482	2,2,2-trifluoro-ethanol			missing_doi	0
499	anthracene			missing_doi	0
500	9-DMA			missing_doi	0
501	nitrogen			missing_doi	0
502	acetonitrile			missing_doi	0
503	glycerol			missing_doi	0
504	(cid:231)-CDx			missing_doi	0
505	quinine sulfate			missing_doi	0
506	cyclohexane			missing_doi	0
507	hydrogen			missing_doi	0
508	Sucrose			missing_doi	0
509	pyridine			missing_doi	0
510	methanol			missing_doi	0
